Rented Bike Count,Temperature(°C),Hour,Dew point temperature(°C),Solar Radiation (MJ/m2),Visibility (10m),Humidity(%),Rainfall(mm),Snowfall (cm)
1801,17.9,22,7.3,0.0,2000,50,0.0,0.0
1222,17.7,23,7.4,0.0,2000,51,0.0,0.0
0,17.1,0,7.1,0.0,2000,52,0.0,0.0
0,16.5,1,6.8,0.0,2000,53,0.0,0.0
0,16.0,2,7.2,0.0,2000,56,0.0,0.0
0,15.3,3,7.3,0.0,2000,59,0.0,0.0
0,14.7,4,7.4,0.0,2000,62,0.0,0.0
0,14.5,5,6.8,0.0,2000,60,0.0,0.0
0,14.4,6,6.9,0.0,2000,61,0.0,0.0
0,14.5,7,7.2,0.03,2000,62,0.0,0.0
0,15.2,8,6.9,0.29,2000,58,0.0,0.0
0,16.5,9,6.0,0.66,2000,50,0.0,0.0
0,17.4,10,7.1,0.81,1989,51,0.0,0.0
0,17.9,11,8.4,0.73,2000,54,0.0,0.0
0,19.0,12,8.9,0.98,2000,52,0.0,0.0
0,19.1,13,9.2,0.76,2000,53,0.0,0.0
0,19.4,14,9.5,0.68,2000,53,0.0,0.0
0,20.3,15,10.1,1.15,2000,52,0.0,0.0
0,21.9,16,9.7,1.67,1995,46,0.0,0.0
0,21.7,17,11.4,0.79,2000,52,0.0,0.0
0,20.4,18,11.3,0.2,2000,56,0.0,0.0
0,19.3,19,11.5,0.01,2000,61,0.0,0.0
0,18.0,20,11.7,0.0,2000,67,0.0,0.0
0,17.8,21,11.3,0.0,2000,66,0.0,0.0
0,17.1,22,11.5,0.0,2000,70,0.0,0.0
0,16.6,23,10.8,0.0,2000,69,0.0,0.0
1037,16.6,0,10.8,0.0,2000,69,0.0,0.0
982,16.2,1,10.9,0.0,2000,71,0.0,0.0
690,15.8,2,10.5,0.0,2000,71,0.0,0.0
493,15.5,3,10.6,0.0,2000,73,0.0,0.0
301,15.4,4,10.7,0.0,2000,74,0.0,0.0
208,15.0,5,10.9,0.0,2000,77,0.0,0.0
290,14.6,6,11.3,0.0,2000,81,0.0,0.0
513,14.7,7,10.5,0.02,2000,76,0.0,0.0
848,15.7,8,9.1,0.54,2000,65,0.0,0.0
1076,18.3,9,9.8,1.24,1958,58,0.0,0.0
1071,20.8,10,10.5,1.88,2000,52,0.0,0.0
1284,22.3,11,11.3,2.36,2000,50,0.0,0.0
1495,23.8,12,10.8,2.66,2000,44,0.0,0.0
1752,24.9,13,10.3,2.75,2000,40,0.0,0.0
1892,26.2,14,8.6,2.62,2000,33,0.0,0.0
2065,26.5,15,8.9,2.25,2000,33,0.0,0.0
2254,26.6,16,9.4,1.69,2000,34,0.0,0.0
2432,26.3,17,7.8,1.03,2000,31,0.0,0.0
2397,24.8,18,10.6,0.33,2000,41,0.0,0.0
2021,22.5,19,9.2,0.0,2000,43,0.0,0.0
1835,21.3,20,9.2,0.0,2000,46,0.0,0.0
1781,20.1,21,10.4,0.0,2000,54,0.0,0.0
1501,19.3,22,10.0,0.0,2000,55,0.0,0.0
1229,18.6,23,10.4,0.0,2000,59,0.0,0.0
0,18.1,0,10.2,0.0,2000,60,0.0,0.0
0,17.5,1,11.0,0.0,2000,66,0.0,0.0
0,17.3,2,11.3,0.0,2000,68,0.0,0.0
0,17.0,3,11.4,0.0,2000,70,0.0,0.0
0,16.6,4,11.7,0.0,2000,73,0.0,0.0
0,16.1,5,12.2,0.0,2000,78,0.0,0.0
0,15.5,6,12.0,0.0,2000,80,0.0,0.0
0,15.1,7,11.8,0.03,1939,81,0.0,0.0
0,16.2,8,10.4,0.54,2000,69,0.0,0.0
0,18.5,9,11.0,1.0,1847,62,0.0,0.0
0,20.7,10,13.1,1.41,1679,62,0.0,0.0
0,20.2,11,12.9,1.25,1195,63,0.0,0.0
0,20.8,12,9.0,2.0,1665,47,0.0,0.0
0,21.1,13,7.6,2.74,1954,42,0.0,0.0
0,21.1,14,3.7,2.48,1999,32,0.0,0.0
0,21.3,15,3.9,2.31,2000,32,0.0,0.0
0,21.2,16,1.9,1.77,2000,28,0.0,0.0
0,20.4,17,2.6,1.06,2000,31,0.0,0.0
0,18.3,18,2.1,0.36,2000,34,0.0,0.0
0,17.1,19,1.4,0.0,2000,35,0.0,0.0
0,16.0,20,2.0,0.0,2000,39,0.0,0.0
0,15.2,21,1.6,0.0,2000,40,0.0,0.0
0,14.6,22,3.0,0.0,2000,46,0.0,0.0
0,14.1,23,4.6,0.0,2000,53,0.0,0.0
61,-5.2,0,-7.7,0.0,152,82,0.5,0.5
78,-5.6,1,-9.3,0.0,1982,75,0.0,0.8
63,-5.7,2,-9.9,0.0,1925,72,0.0,0.8
40,-6.1,3,-10.6,0.0,2000,70,0.3,0.8
31,-6.6,4,-10.8,0.0,2000,72,0.0,0.8
39,-7.3,5,-10.9,0.0,2000,75,0.0,0.8
84,-7.7,6,-11.5,0.0,2000,74,0.0,0.8
158,-8.0,7,-12.5,0.0,2000,70,0.0,0.7
387,-7.9,8,-12.9,0.0,1896,67,0.0,0.7
225,-7.7,9,-13.7,0.13,1637,62,0.0,0.7
150,-6.9,10,-14.8,0.52,1576,53,0.0,0.6
168,-6.4,11,-15.3,0.86,1759,49,0.0,0.5
217,-5.6,12,-15.9,1.1,1830,44,0.0,0.5
207,-5.1,13,-15.7,1.18,1901,43,0.0,0.4
177,-5.3,14,-17.7,1.05,2000,37,0.0,0.3
193,-5.3,15,-19.0,0.99,2000,33,0.0,0.3
196,-5.4,16,-20.2,0.69,2000,30,0.0,0.2
266,-6.5,17,-19.8,0.31,2000,34,0.0,0.0
437,-7.8,18,-21.6,0.02,2000,32,0.0,0.0
259,-8.5,19,-21.2,0.0,2000,35,0.0,0.0
207,-8.9,20,-19.7,0.0,2000,41,0.0,0.0
214,-9.4,21,-18.6,0.0,2000,47,0.0,0.0
165,-9.7,22,-17.9,0.0,2000,51,0.0,0.0
139,-10.2,23,-17.9,0.0,1997,53,0.0,0.0
197,1.5,0,-3.1,0.0,590,71,0.0,0.0
237,1.7,1,-3.0,0.0,584,71,0.0,0.0
169,1.9,2,-2.8,0.0,584,71,0.0,0.0
145,2.0,3,-2.7,0.0,534,71,0.0,0.0
79,1.9,4,-2.2,0.0,514,74,0.0,0.0
41,1.8,5,-2.1,0.0,484,75,0.0,0.0
48,1.6,6,-1.8,0.0,448,78,0.0,0.0
97,1.6,7,-1.3,0.0,393,81,0.0,0.0
188,1.6,8,-1.1,0.01,349,82,0.0,0.0
222,1.6,9,-1.8,0.17,260,78,0.0,0.0
223,1.8,10,-2.5,0.69,270,73,0.0,0.0
235,2.6,11,-3.9,1.12,294,62,0.0,0.0
248,2.9,12,-5.7,1.37,354,53,0.0,0.0
296,2.8,13,-12.6,1.42,967,31,0.0,0.0
286,2.2,14,-16.3,1.66,1700,24,0.0,0.0
277,2.0,15,-18.6,1.49,1942,20,0.0,0.0
291,0.3,16,-21.9,0.87,2000,17,0.0,0.0
277,-0.9,17,-21.6,0.48,2000,19,0.0,0.0
216,-2.0,18,-25.2,0.13,2000,15,0.0,0.0
151,-3.1,19,-26.9,0.0,2000,14,0.0,0.0
132,-4.4,20,-24.6,0.0,2000,19,0.0,0.0
124,-5.6,21,-21.2,0.0,2000,28,0.0,0.0
128,-6.2,22,-20.2,0.0,2000,32,0.0,0.0
118,-6.7,23,-19.6,0.0,2000,35,0.0,0.0
328,2.1,0,-2.0,0.0,970,74,0.0,0.0
305,2.0,1,-1.9,0.0,658,75,0.0,0.0
241,1.6,2,-1.6,0.0,685,79,0.0,0.0
139,1.3,3,-1.7,0.0,705,80,0.0,0.0
91,0.9,4,-1.9,0.0,620,81,0.0,0.0
79,0.8,5,-2.2,0.0,565,80,0.0,0.0
74,1.1,6,-2.3,0.0,538,78,0.0,0.0
208,0.9,7,-2.5,0.0,535,78,0.0,0.0
340,1.5,8,-2.8,0.11,466,73,0.0,0.0
381,2.7,9,-2.0,0.3,418,71,0.0,0.0
416,3.5,10,-2.4,0.87,539,65,0.0,0.0
497,5.7,11,-1.9,2.08,700,58,0.0,0.0
650,7.1,12,-2.6,2.47,909,50,0.0,0.0
757,8.2,13,-3.9,2.66,1261,42,0.0,0.0
906,9.2,14,-4.4,2.53,1377,38,0.0,0.0
931,8.1,15,-6.1,2.23,1964,36,0.0,0.0
972,8.3,16,-5.5,1.73,1867,37,0.0,0.0
829,7.7,17,-3.2,1.05,1635,46,0.0,0.0
664,6.2,18,-0.7,0.4,1411,61,0.0,0.0
573,5.3,19,-0.3,0.02,1314,67,0.0,0.0
447,5.2,20,0.0,0.0,1196,69,0.0,0.0
470,5.0,21,0.5,0.0,1173,73,0.0,0.0
421,5.0,22,0.9,0.0,1084,75,0.0,0.0
345,5.1,23,1.0,0.0,950,75,0.0,0.0
485,9.0,0,-2.0,0.0,1259,46,0.0,0.0
376,9.0,1,-2.6,0.0,1314,44,0.0,0.0
250,8.8,2,-3.1,0.0,1490,43,0.0,0.0
149,8.1,3,-2.2,0.0,1455,48,0.0,0.0
102,7.5,4,-2.8,0.0,1458,48,0.0,0.0
123,7.1,5,-1.8,0.0,1392,53,0.0,0.0
370,6.9,6,-2.5,0.0,1546,51,0.0,0.0
981,7.2,7,-2.5,0.1,1454,50,0.0,0.0
1702,9.6,8,-4.0,0.58,1527,38,0.0,0.0
982,11.9,9,-3.1,0.95,1664,35,0.0,0.0
703,15.2,10,-1.8,1.84,1757,31,0.0,0.0
839,18.5,11,-0.8,2.59,1610,27,0.0,0.0
1023,20.5,12,5.2,2.94,1761,37,0.0,0.0
967,21.9,13,5.3,2.77,1861,34,0.0,0.0
913,21.2,14,5.1,1.8,1992,35,0.0,0.0
933,21.4,15,4.4,1.63,1998,33,0.0,0.0
1080,20.9,16,4.4,1.37,2000,34,0.0,0.0
1004,20.6,17,6.1,0.74,2000,39,0.0,0.0
1805,19.7,18,9.5,0.2,2000,52,0.0,0.0
1153,19.2,19,9.9,0.01,2000,55,0.0,0.0
336,19.1,20,10.6,0.0,2000,58,0.0,0.0
133,17.5,21,11.9,0.0,1634,70,0.5,0.0
75,15.8,22,12.9,0.0,691,83,1.5,0.0
212,15.1,23,12.2,0.0,1147,83,3.0,0.0
0,14.5,0,7.5,0.0,2000,63,0.0,0.0
0,13.9,1,7.6,0.0,1960,66,0.0,0.0
0,13.1,2,8.3,0.0,1895,73,0.0,0.0
0,12.9,3,8.3,0.0,1698,74,0.0,0.0
0,12.0,4,8.4,0.0,1351,79,0.0,0.0
0,11.5,5,8.1,0.0,974,80,0.0,0.0
0,11.4,6,8.0,0.02,885,80,0.0,0.0
0,12.1,7,6.9,0.34,876,71,0.0,0.0
0,13.5,8,6.5,1.01,1211,63,0.0,0.0
0,15.5,9,6.4,1.76,1318,55,0.0,0.0
0,17.3,10,7.3,2.38,1235,52,0.0,0.0
0,18.3,11,7.9,2.84,1015,51,0.0,0.0
0,19.8,12,8.7,3.17,1320,49,0.0,0.0
0,20.7,13,8.6,3.26,1078,46,0.0,0.0
0,21.2,14,9.4,3.22,1142,47,0.0,0.0
0,20.4,15,9.9,2.87,946,51,0.0,0.0
0,19.6,16,10.0,2.41,1154,54,0.0,0.0
0,19.2,17,9.6,1.83,1075,54,0.0,0.0
0,18.0,18,10.3,1.05,790,61,0.0,0.0
0,15.5,19,10.8,0.35,675,74,0.0,0.0
0,13.6,20,10.5,0.02,520,82,0.0,0.0
0,12.6,21,10.1,0.0,460,85,0.0,0.0
0,12.3,22,9.8,0.0,452,85,0.0,0.0
0,12.4,23,9.9,0.0,369,85,0.0,0.0
483,20.2,0,13.6,0.0,2000,66,0.0,0.0
375,19.7,1,14.2,0.0,1986,71,0.5,0.0
162,19.2,2,13.3,0.0,2000,69,0.0,0.0
150,18.6,3,14.6,0.0,1997,78,0.0,0.0
174,18.3,4,13.1,0.0,2000,72,0.0,0.0
138,18.4,5,12.8,0.0,2000,70,0.0,0.0
216,18.3,6,12.9,0.0,2000,71,0.0,0.0
313,18.4,7,12.3,0.04,2000,68,0.0,0.0
619,19.0,8,12.2,0.28,2000,65,0.0,0.0
786,19.2,9,12.4,0.34,2000,65,0.0,0.0
942,20.2,10,12.6,0.82,2000,62,0.0,0.0
1074,21.3,11,12.1,1.18,1989,56,0.0,0.0
1442,23.2,12,12.1,2.45,1988,50,0.0,0.0
1752,24.2,13,12.4,2.19,1968,48,0.0,0.0
1985,24.1,14,13.3,1.58,2000,51,0.0,0.0
2182,24.8,15,13.3,1.34,2000,49,0.0,0.0
2333,24.8,16,13.9,1.17,2000,51,0.0,0.0
2431,24.6,17,14.0,0.82,2000,52,0.0,0.0
2367,24.1,18,13.9,0.48,2000,53,0.0,0.0
2267,23.4,19,13.8,0.12,2000,55,0.0,0.0
2300,22.8,20,13.2,0.01,2000,55,0.0,0.0
2026,22.1,21,12.6,0.0,2000,55,0.0,0.0
1634,21.5,22,12.0,0.0,2000,55,0.0,0.0
1191,20.9,23,11.7,0.0,2000,56,0.0,0.0
29,20.4,0,19.9,0.0,183,97,5.5,0.0
39,20.4,1,19.9,0.0,193,97,8.5,0.0
84,20.5,2,20.1,0.0,596,98,6.5,0.0
136,20.6,3,20.2,0.0,1986,98,0.5,0.0
133,20.6,4,20.1,0.0,1989,97,0.0,0.0
174,20.6,5,20.1,0.0,2000,97,0.0,0.0
534,20.7,6,20.2,0.02,2000,97,0.0,0.0
1209,21.1,7,20.2,0.14,2000,95,0.0,0.0
2017,21.7,8,19.8,0.31,2000,89,0.0,0.0
1061,22.3,9,19.8,0.42,2000,86,0.0,0.0
768,22.6,10,19.9,0.38,1996,85,0.0,0.0
909,23.2,11,19.9,0.47,1991,82,0.0,0.0
1035,24.1,12,20.4,0.72,2000,80,0.0,0.0
1074,25.2,13,20.8,1.06,1951,77,0.0,0.0
1142,25.5,14,21.1,0.75,1957,77,0.0,0.0
1169,25.7,15,21.3,0.48,1875,77,0.0,0.0
1462,26.3,16,21.2,0.52,1580,74,0.0,0.0
1603,26.5,17,21.9,0.36,1400,76,0.0,0.0
1665,26.2,18,22.8,0.21,1408,82,0.0,0.0
794,25.7,19,22.5,0.08,1011,83,0.5,0.0
908,25.3,20,23.3,0.0,745,89,0.0,0.0
1352,25.1,21,22.5,0.0,870,86,0.0,0.0
971,25.0,22,22.4,0.0,796,86,0.0,0.0
373,24.9,23,22.5,0.0,658,87,0.0,0.0
903,27.1,0,24.1,0.0,1161,84,0.0,0.0
708,26.9,1,23.9,0.0,1061,84,0.0,0.0
484,26.9,2,23.9,0.0,1007,84,0.0,0.0
346,26.7,3,23.7,0.0,994,84,0.0,0.0
214,26.3,4,23.5,0.0,1216,85,0.0,0.0
283,26.1,5,22.9,0.0,1617,83,0.0,0.0
645,25.7,6,22.5,0.0,1483,83,0.0,0.0
1027,26.0,7,21.8,0.16,1988,78,0.0,0.0
1728,27.2,8,21.0,0.7,1999,69,0.0,0.0
892,29.0,9,21.4,1.45,1987,64,0.0,0.0
683,30.5,10,21.2,1.84,1875,58,0.0,0.0
697,31.9,11,21.1,2.33,2000,53,0.0,0.0
721,33.4,12,20.5,2.51,2000,47,0.0,0.0
696,34.2,13,19.0,2.31,2000,41,0.0,0.0
658,35.1,14,21.0,2.25,2000,44,0.0,0.0
725,34.8,15,21.8,2.21,2000,47,0.0,0.0
853,36.4,16,20.6,2.59,2000,40,0.0,0.0
1293,36.3,17,20.5,1.93,2000,40,0.0,0.0
2289,35.2,18,21.1,1.23,2000,44,0.0,0.0
1903,33.4,19,21.2,0.32,2000,49,0.0,0.0
1702,32.2,20,21.0,0.02,2000,52,0.0,0.0
1641,31.3,21,21.1,0.0,2000,55,0.0,0.0
1544,30.9,22,20.5,0.0,2000,54,0.0,0.0
1198,30.4,23,21.2,0.0,2000,58,0.0,0.0
792,20.7,0,11.8,0.0,2000,57,0.0,0.0
487,20.5,1,11.9,0.0,2000,58,0.0,0.0
332,20.0,2,11.7,0.0,2000,59,0.0,0.0
176,19.7,3,11.7,0.0,2000,60,0.0,0.0
188,19.4,4,11.6,0.0,2000,61,0.0,0.0
226,19.1,5,11.6,0.0,2000,62,0.0,0.0
691,18.7,6,11.7,0.0,2000,64,0.0,0.0
1463,18.9,7,11.6,0.09,2000,63,0.0,0.0
2278,20.1,8,11.3,0.73,2000,57,0.0,0.0
1125,22.3,9,11.9,1.43,2000,52,0.0,0.0
862,24.0,10,11.9,2.08,1996,47,0.0,0.0
934,25.3,11,12.1,2.59,1948,44,0.0,0.0
1095,26.7,12,11.9,2.92,2000,40,0.0,0.0
1057,27.1,13,11.5,2.56,2000,38,0.0,0.0
1064,27.8,14,11.7,2.67,1983,37,0.0,0.0
1249,27.6,15,11.9,2.09,2000,38,0.0,0.0
1467,27.5,16,12.3,1.46,2000,39,0.0,0.0
2147,26.6,17,11.8,0.69,2000,40,0.0,0.0
3298,25.9,18,11.9,0.48,2000,42,0.0,0.0
2518,24.4,19,12.3,0.05,2000,47,0.0,0.0
2240,23.4,20,11.7,0.0,2000,48,0.0,0.0
2090,22.5,21,10.9,0.0,2000,48,0.0,0.0
1779,21.7,22,10.8,0.0,2000,50,0.0,0.0
1223,20.8,23,10.2,0.0,2000,51,0.0,0.0
643,16.6,0,6.9,0.0,2000,53,0.0,0.0
144,16.6,1,8.0,0.0,2000,57,0.0,0.0
55,14.4,2,12.9,0.0,402,91,4.5,0.0
90,14.3,3,13.5,0.0,967,95,2.5,0.0
82,14.3,4,13.0,0.0,714,92,0.0,0.0
152,13.6,5,11.8,0.0,990,89,0.0,0.0
441,12.6,6,10.3,0.0,1430,86,0.0,0.0
1220,12.3,7,9.6,0.0,1220,84,0.0,0.0
2082,11.8,8,8.4,0.16,1518,80,0.0,0.0
1097,12.0,9,7.0,0.68,1650,72,0.0,0.0
792,12.0,10,4.6,0.86,1981,61,0.0,0.0
914,12.7,11,2.5,1.61,1999,50,0.0,0.0
1006,13.7,12,1.3,1.65,1980,43,0.0,0.0
1015,14.3,13,1.8,1.86,1995,43,0.0,0.0
1041,14.0,14,1.5,1.13,2000,43,0.0,0.0
1171,13.7,15,1.6,0.83,2000,44,0.0,0.0
1363,13.8,16,1.4,0.74,2000,43,0.0,0.0
1775,13.1,17,1.4,0.62,2000,45,0.0,0.0
2514,12.2,18,0.5,0.16,2000,45,0.0,0.0
1723,11.3,19,1.2,0.0,2000,50,0.0,0.0
1489,10.6,20,0.0,0.0,2000,48,0.0,0.0
1445,9.9,21,0.0,0.0,2000,50,0.0,0.0
1255,9.2,22,0.6,0.0,2000,55,0.0,0.0
901,8.5,23,-0.8,0.0,2000,52,0.0,0.0
754,11.3,0,7.4,0.0,433,77,0.0,0.0
679,11.2,1,7.4,0.0,467,78,0.0,0.0
568,10.7,2,7.3,0.0,409,80,0.0,0.0
372,10.3,3,7.1,0.0,361,81,0.0,0.0
223,9.5,4,7.4,0.0,266,87,0.0,0.0
137,9.4,5,7.3,0.0,279,87,0.0,0.0
167,9.5,6,7.0,0.0,304,85,0.0,0.0
309,9.5,7,7.2,0.0,293,86,0.0,0.0
589,9.3,8,6.9,0.07,313,85,0.0,0.0
628,10.1,9,6.2,0.45,350,77,0.0,0.0
699,12.2,10,7.4,0.92,374,73,0.0,0.0
768,13.8,11,6.8,1.32,416,63,0.0,0.0
1034,15.1,12,5.8,1.91,495,54,0.0,0.0
1094,15.9,13,4.8,1.87,538,48,0.0,0.0
1113,17.1,14,3.0,1.85,781,39,0.0,0.0
1229,16.6,15,1.4,1.45,808,36,0.0,0.0
1263,16.0,16,1.2,0.94,984,37,0.0,0.0
1379,14.8,17,3.5,0.35,787,47,0.0,0.0
1226,13.2,18,4.8,0.01,618,57,0.0,0.0
957,12.1,19,6.1,0.0,430,67,0.0,0.0
877,11.3,20,6.8,0.0,350,74,0.0,0.0
847,10.8,21,7.1,0.0,303,78,0.0,0.0
885,10.6,22,7.4,0.0,281,81,0.0,0.0
676,10.3,23,7.7,0.0,250,84,0.0,0.0
835,9.1,0,3.7,0.0,1885,69,0.0,0.0
739,8.5,1,3.3,0.0,1856,70,0.0,0.0
512,8.0,2,3.6,0.0,1786,74,0.0,0.0
374,7.6,3,4.0,0.0,1614,78,0.0,0.0
226,7.1,4,3.6,0.0,1567,79,0.0,0.0
148,6.7,5,3.6,0.0,1467,81,0.0,0.0
209,6.6,6,3.3,0.0,1424,80,0.0,0.0
412,6.2,7,3.5,0.01,1100,83,0.0,0.0
728,7.4,8,2.2,0.36,1373,70,0.0,0.0
853,10.0,9,1.6,1.03,1761,56,0.0,0.0
1037,12.6,10,2.4,1.68,1712,50,0.0,0.0
1179,15.2,11,3.0,2.16,1301,44,0.0,0.0
1402,16.6,12,1.4,2.45,1442,36,0.0,0.0
1652,18.3,13,1.7,2.53,1324,33,0.0,0.0
1712,19.3,14,-0.1,2.38,1384,27,0.0,0.0
1846,19.8,15,1.2,1.97,1246,29,0.0,0.0
1916,19.4,16,0.8,1.37,1154,29,0.0,0.0
1995,18.7,17,2.0,0.7,1164,33,0.0,0.0
1695,16.5,18,2.1,0.14,1246,38,0.0,0.0
1381,14.8,19,3.5,0.0,1111,47,0.0,0.0
1261,13.8,20,4.0,0.0,1088,52,0.0,0.0
1312,12.6,21,4.0,0.0,1053,56,0.0,0.0
1147,11.7,22,4.1,0.0,1002,60,0.0,0.0
971,11.0,23,3.9,0.0,946,62,0.0,0.0
811,10.4,0,2.7,0.0,971,59,0.0,0.0
584,9.5,1,3.2,0.0,990,65,0.0,0.0
429,9.1,2,3.4,0.0,921,68,0.0,0.0
308,8.4,3,3.8,0.0,820,73,0.0,0.0
185,7.9,4,3.9,0.0,771,76,0.0,0.0
110,7.6,5,4.1,0.0,765,79,0.0,0.0
150,7.2,6,3.9,0.0,729,80,0.0,0.0
304,6.9,7,3.8,0.01,665,81,0.0,0.0
556,7.5,8,2.7,0.34,697,72,0.0,0.0
775,10.1,9,2.6,1.02,726,60,0.0,0.0
847,13.3,10,2.2,1.67,818,47,0.0,0.0
1056,16.2,11,2.9,2.11,878,41,0.0,0.0
1394,17.2,12,0.7,2.28,1258,33,0.0,0.0
1593,18.1,13,1.1,2.21,1684,32,0.0,0.0
1767,18.9,14,1.3,2.37,1936,31,0.0,0.0
1948,20.1,15,2.8,2.0,1893,32,0.0,0.0
2097,19.1,16,1.5,1.27,1960,31,0.0,0.0
1990,18.2,17,5.4,0.68,1925,43,0.0,0.0
1662,16.2,18,7.9,0.12,1991,58,0.0,0.0
1377,15.1,19,7.3,0.0,1979,60,0.0,0.0
1306,14.4,20,6.9,0.0,1945,61,0.0,0.0
1261,13.8,21,7.5,0.0,1897,66,0.0,0.0
1029,13.5,22,8.3,0.0,1711,71,0.0,0.0
810,13.2,23,8.4,0.0,1639,73,0.0,0.0
638,12.6,0,8.8,0.0,1427,78,0.0,0.0
393,12.2,1,8.8,0.0,1283,80,0.0,0.0
272,11.8,2,8.8,0.0,1262,82,0.0,0.0
171,11.3,3,8.8,0.0,907,85,0.0,0.0
152,11.0,4,8.0,0.0,951,82,0.0,0.0
209,11.1,5,7.5,0.0,1140,79,0.0,0.0
504,11.2,6,8.0,0.0,1071,81,0.0,0.0
1271,11.5,7,8.3,0.0,960,81,0.0,0.0
2070,12.0,8,8.0,0.12,891,77,0.0,0.0
1119,12.8,9,8.2,0.31,831,74,0.0,0.0
837,14.1,10,7.8,0.58,827,66,0.0,0.0
910,16.7,11,10.0,1.42,675,65,0.0,0.0
1052,19.0,12,11.0,2.11,513,60,0.0,0.0
1058,19.7,13,9.5,1.83,512,52,0.0,0.0
1121,20.0,14,8.6,1.72,586,48,0.0,0.0
1183,20.4,15,7.3,1.43,690,43,0.0,0.0
1413,20.3,16,7.6,1.09,793,44,0.0,0.0
1773,19.3,17,8.3,0.55,966,49,0.0,0.0
2635,18.0,18,11.5,0.1,554,66,0.0,0.0
1911,16.9,19,12.2,0.0,366,74,0.0,0.0
1659,15.9,20,12.6,0.0,250,81,0.0,0.0
1556,15.5,21,13.1,0.0,178,86,0.0,0.0
1377,14.8,22,11.9,0.0,227,83,0.0,0.0
914,14.1,23,9.5,0.0,486,74,0.0,0.0
726,13.3,0,6.6,0.0,860,64,0.0,0.0
568,12.4,1,5.9,0.0,1099,65,0.0,0.0
427,11.7,2,6.4,0.0,1012,70,0.0,0.0
253,11.5,3,4.2,0.0,1399,61,0.0,0.0
145,11.0,4,5.5,0.0,1510,69,0.0,0.0
202,10.2,5,4.9,0.0,1519,70,0.0,0.0
491,10.1,6,5.0,0.0,1474,71,0.0,0.0
1216,10.2,7,4.5,0.0,1493,68,0.0,0.0
2134,10.4,8,3.6,0.19,1367,63,0.0,0.0
1177,11.8,9,3.0,0.55,1182,55,0.0,0.0
854,14.4,10,2.6,1.28,1206,45,0.0,0.0
914,16.5,11,2.4,1.68,1351,39,0.0,0.0
1063,18.8,12,2.9,2.06,1057,35,0.0,0.0
1108,19.4,13,1.8,2.02,1862,31,0.0,0.0
1113,19.9,14,1.3,2.09,1833,29,0.0,0.0
1203,19.9,15,2.2,1.57,1613,31,0.0,0.0
1407,19.5,16,2.3,1.1,1436,32,0.0,0.0
1811,18.4,17,3.8,0.5,1565,38,0.0,0.0
2716,16.9,18,5.5,0.11,1637,47,0.0,0.0
1867,15.5,19,8.4,0.0,1774,63,0.0,0.0
1568,14.8,20,8.9,0.0,1502,68,0.0,0.0
1618,14.3,21,9.3,0.0,1374,72,0.0,0.0
1425,13.6,22,8.4,0.0,1457,71,0.0,0.0
950,12.9,23,9.1,0.0,1201,78,0.0,0.0
739,12.3,0,7.9,0.0,1332,75,0.0,0.0
600,11.5,1,7.0,0.0,1305,74,0.0,0.0
381,10.8,2,6.9,0.0,1268,77,0.0,0.0
239,10.2,3,6.8,0.0,1191,80,0.0,0.0
157,9.7,4,5.6,0.0,1308,76,0.0,0.0
210,9.2,5,5.3,0.0,1278,77,0.0,0.0
503,8.8,6,4.9,0.0,1077,77,0.0,0.0
1213,8.6,7,4.7,0.0,965,77,0.0,0.0
2202,9.2,8,3.5,0.28,952,68,0.0,0.0
1200,11.2,9,4.4,0.88,656,63,0.0,0.0
842,14.0,10,5.8,1.53,841,58,0.0,0.0
961,15.5,11,-4.4,2.1,1727,25,0.0,0.0
1088,16.2,12,-1.8,2.45,1935,29,0.0,0.0
1115,17.7,13,-2.6,2.48,1917,25,0.0,0.0
1083,18.3,14,-2.6,2.4,1983,24,0.0,0.0
1175,18.3,15,-4.4,2.02,2000,21,0.0,0.0
1409,18.0,16,-1.8,1.45,2000,26,0.0,0.0
1896,16.9,17,0.9,0.74,2000,34,0.0,0.0
2445,14.6,18,0.7,0.11,2000,39,0.0,0.0
1819,13.2,19,0.5,0.0,2000,42,0.0,0.0
1558,12.2,20,1.2,0.0,2000,47,0.0,0.0
1493,10.8,21,1.5,0.0,2000,53,0.0,0.0
1278,9.9,22,0.0,0.0,2000,50,0.0,0.0
896,9.7,23,1.3,0.0,2000,56,0.0,0.0
694,9.2,0,2.7,0.0,2000,64,0.0,0.0
579,9.0,1,2.9,0.0,2000,66,0.0,0.0
385,8.7,2,3.7,0.0,2000,71,0.0,0.0
244,8.6,3,4.2,0.0,1985,74,0.0,0.0
165,8.1,4,4.4,0.0,2000,78,0.0,0.0
185,7.8,5,4.7,0.0,2000,81,0.0,0.0
458,7.6,6,4.7,0.0,1933,82,0.0,0.0
1191,7.7,7,4.6,0.0,1992,81,0.0,0.0
2154,8.5,8,4.6,0.21,1995,77,0.0,0.0
1165,10.9,9,3.4,0.93,1997,60,0.0,0.0
864,13.7,10,5.3,1.33,2000,57,0.0,0.0
917,15.0,11,5.2,1.5,2000,52,0.0,0.0
1132,16.8,12,6.3,1.94,2000,50,0.0,0.0
1152,18.1,13,5.3,2.3,2000,43,0.0,0.0
1122,18.7,14,4.4,1.66,2000,39,0.0,0.0
1203,19.0,15,4.3,1.72,2000,38,0.0,0.0
